"","Title","Date","User","Body","Rating","Show"
"5288","Amazing topics",2016-04-20,"JessicaLovesDogs","Super quick and super informative.",5,"Embedded"
"5289","Love",2016-04-20,"NickAtheChamp","This podcast is excellent. The team gets me nervous putting themselves in such vulnerable positions. Stay safe out there! Great work.",5,"Embedded"
"5290","Favorite Podcast",2016-04-18,"Astefanini","I have so many podcasts i listen to of all types and this is my favorite podcast. I wish there were more stories. Post more podcasts!! Amazing reporter. Her voice is so captivating. The stories she tells are incredible and the way she tells them. Post more podcasts!!",5,"Embedded"
"5291","Fantastic!",2016-04-18,"Jcthurman","This podcast is a favorite of mine. I love that the stories are done in one episode. They are done very well. Such a fascinating podcast. I highly recommend it!",5,"Embedded"
"5292","Trying hard to sound like Serial",2016-04-18,"Bzzzzzzz","Very formulaic, narrator aping Sarah Koenig’s “style” - half-curious, half clueless. I guess this is supposed to sound more relatable? But it comes off as amateurish. The narrator needs to develop her own voice, this is just derivative.",1,"Embedded"
"5293","Brilliant",2016-04-18,"MrsKDeyeeyeA","Every episode is engaging, like a great book that I never want to end!",5,"Embedded"
"5294","Yes!",2016-04-18,"RAYCEism","I am so grateful for the intermingling of news factuals and on the ground coverage! This style feels so natural yet still intellectually stimulating. Easily worth taking the few minutes to rate; easily worth all 5 stars! I hope this podcast continues to flourish so I can see what interesting topics are ahead.",5,"Embedded"
"5295","Love this podcast",2016-04-18,"Houndstoothy","Wish the episodes were even longer, it's so riveting.",5,"Embedded"
"5296","A great podcast",2016-04-18,"Grouponjunkie2","Absolutely love the content. Only gripe is that it's too short. Feel like 1 hour would be better suited.",5,"Embedded"
"5297","Well Worthing Listening",2016-04-18,"DESFAK","Thought provoking on many different subjects. Getting a perspective on those we may not know except through the news sound bites. One of the better podcasts",5,"Embedded"
"5298","Visceral storytelling.",2016-04-18,"Madeofpeople","Without hyperbole, some of the most thoughtful deep dive works of narrative journalism in modern times.",5,"Embedded"
"5299","Great, but it can go deeper",2016-04-18,"lllamg","This podcast is great, I just wish they could go further on the subjects they cover. It feels at times they stop when I really want to know more.",4,"Embedded"
"5300","Awesome!!!",2016-04-18,"Barbgibbs🐢","This is such a fabulous podcast. I have really enjoyed all of the episodes so far, but Capital is really incredible!!!",5,"Embedded"
"5301","Classic NPR",2016-04-18,"Chris1222222","If you love NPR, you'll love this. It has that classic NPR feel and style of storytelling and a great in depth feel. I've been waiting for an investigative journalism podcast from NPR and this is it",5,"Embedded"
"5302","Amazing podcast! One of my favorites!",2016-04-18,"Ohmylorde90","Incredibly insightful and captivating stories that I wish there were more of them to listen to! Embedded tackles dark topics with such detail that it really gives the listener a glimpse into the world they're covering.",5,"Embedded"
"5303","Go listen now!",2016-04-18,"amw277","Found this podcast through it being featured on another podcast. Thankfully!! It's a great concept and the conversations are so insightful and rewarding.",5,"Embedded"
"5304","Exciting, interesting, captivating...fun!",2016-04-18,"2ndAmendbyGlock","I just started listening to this podcast and I'm already addicted… I love it… The quality is superb, the topics are interesting and I can't wait for more episodes!",5,"Embedded"
"5305","Solid and engaging",2016-04-18,"envyEye","So far this has been as good to listen to as can be with mindfulness to the subject matter. The investigations feel well put together and that they take the time to make it into a presentable cast.",5,"Embedded"
"5306","Unbiased & Indepth",2016-04-18,"hazzeltoz","This is a great new podcast in the style of Serial but each episode is its own story. Kelly is a great storyteller.",5,"Embedded"
"5307","Thanks for in depth journalism",2016-04-19,"Inittotinit","Thanks for in depth journalism",4,"Embedded"
"5308","Story behind the fast headlines",2016-04-19,"Sophgunnink","Today news seems to be faster and faster with a story entering and leaving the cycle within a matter of days. Embedded did the exact opposite, they tell the story in a slow methodical way that allows me to understand things I had previously just read the headline about. Kelly is very personable. She asks the hard hitting questions but is understanding enough to get almost anyone to open up to her.",5,"Embedded"
"5309","Embedded",2016-04-19,"SHERORD","Great Podcast NPR-looking forward to the coming weeks episodes.",5,"Embedded"
"5310","Serial meets Revealed",2016-04-17,"Kamikaze pizza","There have only been a few episodes at this point, but this is a great longer-form journalism podcast that lets you really sink your teeth into some cool subjects. It's Serial meets Revealed. Good stuff.",5,"Embedded"
"5311","Fantastic !!!",2016-04-17,"RyeWit","Great insight into worlds I've always wandered about and never pursued !!!!",5,"Embedded"
"5312","Well done reporting",2016-04-17,"Fudo 77","Goes into detail on the stories that capture the country's attention for a day, and then seem to be forgotten.",5,"Embedded"
"5313","Great narration",2016-04-17,"alesugar","I enjoyed these stories. They are very well edited. Great journalism. Can't wait to listen to more.",5,"Embedded"
"5314","Great!!",2016-04-17,"Craycray12","Great insight and behind the scenes reporting into popular news stories from around the world. Keeps my interest piqued! Love this!",5,"Embedded"
"5315","I like the nuance",2016-04-17,"lisalisa1913","I like the idea behind the show since there is only so much you can learn from the medias minute and a half coverage of events because they are trying to break the next big story.",5,"Embedded"
"5316","Interesting. Never a dull moment.",2016-04-17,"Thomas DeVito","This podcast is extremely captivating and insightful to worlds not experienced by all of us.",5,"Embedded"
"5317","Interesting stories",2016-04-17,"CSkiby","I have enjoyed all the episodes. Intriguing.",4,"Embedded"
"5318","Fascinating.",2016-04-17,"D Cupp","Even though the stories have all been about sad situations, the way it's covered is insightful and interesting. I feel like it's the podcast Vice would make.",5,"Embedded"
"5319","Embedded is excellent",2016-04-17,"Pavesiriccardo","Embedded is very very interesting, thoroughly researched and excellent story telling",5,"Embedded"
"5320","Gripping",2016-04-17,"PinterestAddict1111","I actually kept driving so that I could finish the episode. Each story is presented in such varied and unique perspectives. I really wish there was a stockpile of episodes.",5,"Embedded"
"5321","Great premise, wonderfully reported.",2016-04-17,"Gemjennc","I often read news stories where I wish I could find out more. This show goes deep and puts me at the heart of a story. I look forward to each new episode.",5,"Embedded"
"5322","Excellent show",2016-04-17,"Gplkrr","Excellent show",5,"Embedded"
"5323","Brilliant real life story telling podcast",2016-04-17,"北 Matt","Continuing in the tradition of great story telling podcasts , this is a really interesting podcasts that takes an in-depth look at news stories .",5,"Embedded"
"5324","Great",2016-04-17,"A Sullivan","Great In-depth story coverage of news items",5,"Embedded"
"5325","The next addictive podcast",2016-04-17,"jjharvard","Embedded is like a tailored newsfeed with added suspense. Fearless and unrelenting, I can't wait for the next one.",5,"Embedded"
"5326","Amazing Podcast.",2016-04-17,"Fishman252525252525","If you are a fan of serial this is for you! One week stories that are so compelling. Keep up the great work!",5,"Embedded"
"5327","Insightful and Raw Reporting",2016-04-17,"SpyderMonkey001","Great look at stories that are often glossed over on mainstream media networks. If the normal newscasts give the tip of the iceberg, Embedded surely gives the rest.",5,"Embedded"
"5328","Excellent reporting and storytelling",2016-04-18,"GT40oz","If you like deep dives into issues that only get 30 to 60 seconds on the news, this is you podcast",5,"Embedded"
"5329","Cossacks and Banditos",2016-04-18,"RevMcR","Fascinating interviews with the bikers about the Waco shootout. Looking forward to future episodes.",5,"Embedded"
"5330","Love it!!!!",2016-04-15,"Aliestin","I really enjoy lisrening to this podcast. Amazing!!",5,"Embedded"
"5331","GREAT podcast!",2016-04-15,"Shelikk","Kelly is such a great story teller. This is a 'Serial' style approach to news stories, (season 1, not season 2). Really enjoyable to listen to.",5,"Embedded"
"5332","Amazing!",2016-04-15,"MelissOT","This podcast is completely different than any other way I have listened to the ""news"" before. Love the raw interview style and willingness to meet people where they are in their natural environment. You don't just hear the ""what"" with this podcast, but you understand the ""why.""",5,"Embedded"
