Title,Date,User,Body,Rating 
Terry Gross is Awful,02/22/2007,vkv,"Love NPR, Love most of NPR's other podcasts, but this is the worst show on public radio. The format & concept of this show would be redeemable were it not for the host's horrible style. Terry Gross's perpetual confusion & stammering are frustrating. Her bias & condescension are annoying and transparent too. She's anything but fresh. I'm reluctant to even give it 2 stars.",2
shows are incomplete,02/23/2007,jonstieg,"i agree with the other reviewers about the shows being cut short. often songs that are spoken about during the episode are not included. they also end early sometimes. it takes away from what is, otherwise, a great podcast. it is the only reason that i gave it a 4 star rating. fresh air is a great podcast and fully deserves to be the most popular in the itunes store.",5
Finally!!!,03/01/2007,FarquarAmadish,I'm very happy Fresh Air is finally available as a Podcast. It's a great move for the program and for its fans.,5
Simply One of the Best,03/02/2007,John Pilate,This show has a way of taking interviews on topics which I think I will not care about and making them interesting. Just great.,4
Terry Gross rocks!!!!,03/05/2007,luccon,"I listen to this show everyday on the radio. Terry is one of the best interviewers, she asks tough questions in a respectful kind manner. She also kicked Gene Simmions butt when he stepped out of line.(TG can be a gangster) I am so glad Fresh Air is a podcast.",5
the best interviewer in any medium,03/06/2007,dankaufman.net,Listen to Teri Gross and realize just how bad most of the interviewers you see on TV are. She's not just going down a list of questions. Teri listens. She asks the questions you wish you could. She gets her subjects off auto-pilot; she really makes them think and open up. She achieves intimacy without crossing into awkwardness or sensationalism.,5
fresh air on itunes,03/10/2007,sketchinme,"it is so cool to have npr at my fingertips whenever i want; especially fresh air, because it is my favourite programme. i love the quality of the interviews and the amount. it's like having npr in my pocket, literally. keep the episodes coming!",5
At last!,03/13/2007,ken the wine geek,Thank you thank you THANK YOU for bringing Terri to podcast land! I've been listening to her for years and am ecstatic to find this podcast. Something to look forward to on all my airplane travel...,5
fresh air,03/14/2007,justiceandpride,this is da hit I'm so tired of the others wits that it is refreshing and more honest then others would never listen to nothing but a nations radio station the people place!,4
thank you npr!,03/17/2007,janeo,"fresh air is a fabulous show. i've been disappointed for years that i haven't been available during it's scheduled time. with the addition of fresh air to npr's podcasts, i have hope that the world of podcasting will lead to a more cultured and well-informed nation.",5
OH YEAH!!!,02/01/2007,tweettweettweet,"WOOO! WOOOOOO! WOOOOOOOOO!!!!!!!!!
this is so exciting! I can't wait to listen to hours and hours of terry gross' silky-smooth voice as she asks pointed questions to leading figures in news and culture. OH YEAH! Seriously though, the best thing to ever to happen to NPR is now the best thing to ever happen to podcasting.",5
An Important move,02/01/2007,Bocher,Fresh Air is one of the few radio programs that consistantly brings important issues to light and generally gives us hope that the US is still populated by people with integrity and judgement.,5
Finally!!!,02/01/2007,Me Mike You Not,"Thanks, NPR
Thanks, Terry
Thanks, Itunes
I have waited for this for so long! Now if we could get Garrison Keillor to give us the full 2 hours of PHC, all would be right with the world. Except that Dubya is still in office.",5
I've been hankering for this...,02/01/2007,MasonReese,I was thrilled to see this on the front page of iTunes. I have been checking out npr.org for signs that we would see a terry gross podcast. These interviews are great.,5
aptly titled,02/01/2007,sunkissed,Fresh Air's Terry Gross is the best interviewer out there. Very highly recommended.,5
Fantastic,02/01/2007,MediaRight,"This only solidifies NPR's presence in the podcasting space. The more full content shows like Fresh Air that go up as podcasts, the better. Terry is always worth listening to. She is and always has been the best interviewer around. Now all we need is A Prairie Home Companion and we're set.",5
Thank you Terry!,02/02/2007,NJCathi,I've been waiting for this for what seems like forever! I always seem to miss Fresh Air or just catch the last 5 min. Now I'll get them all!,5
By far the best interview show around!,02/02/2007,nitejrny,I've been waiting for this podcast ever since podcasts were invented. Terri Gross rules!,5
This is sooooo stupid!,02/02/2007,Robbo!,This is the most pointless waste of 0 cents I could ever imagine. They should be paying you to get these! I cannot believe anyone listens to and/or believes this crap!,1
Happiness,02/02/2007,Corgifever,"Happiness is being able to listen to Fresh Air! I'm so grateful iTunes got this since the NPR station where I live is only talk radio in the evening, the rest of the day its classical music!",5
Thank You Fresh Air!,02/03/2007,Ann Evans,Finally! I was so excited to see this podcast available in the iTunes store today! I moved to Mexico City and get most of my American radio while I am communting. This show usually provides half of my conversation material!,5
Awesome!,02/03/2007,hopengilly,"If I could choose just one podcast to listen to, this would be it! Thankyou!!",5
